检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2604|23:21:04.500,20260331,23:21:04.500,,SN,SN2604,8464500,16337,16337,8464500,visible_execution_drop,368575.0,1.1119499999999998,4,"SN2605,SN2606,SN2607,SN2609",20,107,290.0,368000.0,368260.0,57.5,15.600624024960998,31.5,8.546428813674286,,,54.6584,54.6584,57.5,5.0,1841300.0,5.0,1575.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2605|21:34:30.000,20260331,21:34:30.000,,SN,SN2605,2070000,4140,4140,2070000,visible_execution_drop,370595.0,3.7064999999999997,2,"SN2604,SN2607",20,515,290.0,370280.0,370490.4081632653,31.5,8.499844844102052,10.459183673467487,2.8222678863631425,,,23.7216,21.14944,29.457500000001165,49.0,18154030.0,49.0,5124.999999999069,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2605|23:31:20.500,20260331,23:31:20.500,,SN,SN2605,9080500,18136,18136,9080500,visible_execution_drop,369205.0,1.4826,3,"SN2606,SN2604,SN2609",20,441,290.0,369000.0,369088.4090909091,20.5,5.55247084952804,11.659090909088263,3.1578908490102418,,,20.0,20.0,17.818181818182346,44.0,16239890.0,44.0,5129.999999998836,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2605|14:52:09.000,20260331,14:52:09.000,,SN,SN2605,64329000,54487,54487,64329000,visible_execution_drop,368115.0,2.9652,5,"SN2606,SN2604,SN2607,SN2608,SN2609",20,471,290.0,367800.0,367917.6923076923,31.5,8.557108512285563,19.730769230768782,5.359947090112813,,,23.7216,23.7216,31.0,26.0,9565860.0,26.0,5129.999999999884,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2606|23:31:21.500,20260331,23:31:21.500,,SN,SN2606,9081500,17814,17814,9081500,visible_execution_drop,369270.0,4.447799999999999,3,"SN2605,SN2604,SN2609",20,101,290.0,368920.0,369058.75,35.0,9.47815961220787,21.125,5.720746337368321,,,33.3672,33.3672,34.75,8.0,2952470.0,8.0,1690.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2606|00:18:24.000,20260331,00:18:24.000,,SN,SN2606,11904000,23095,23095,11904000,visible_execution_drop,368815.0,1.4826,3,"SN2607,SN2608,SN2609",20,130,290.0,368420.0,368658.8888888889,39.5,10.709976546507056,15.611111111112404,4.232775540884293,,,30.151999999999997,30.151999999999997,39.5,9.0,3317930.0,9.0,1405.0000000001164,trade_recovered_3s,0.5,,0.5,
