检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2607|10:38:12.736,20260323,10:38:12.736,10:38:13.736,EB,EB2607,49092736,21712,21712,49092736,"visible_execution_drop,interval_execution_drop",10245.5,0.7413,3,"EB2605,EB2604,EB2606",20,282,289.5,10200.0,10211.005000000001,45.5,44.40974086184178,34.49499999999898,33.66843980283928,10208.355513307984,37.14448669201556,31.151999999999997,31.151999999999997,43.0,400.0,20422010.0,400.0,68989.99999999796,persistent_10s,1.0,10.5,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2609|14:13:54.366,20260323,14:13:54.366,14:13:55.366,EB,EB2609,62034366,24399,24399,62034366,interval_execution_drop,10093.0,9.26625,4,"EB2605,EB2607,EB2606,EB2608",20,103,289.5,10120.0,10006.0,-27.0,-26.75121371247399,87.0,86.19835529574952,10027.2,65.79999999999927,45.873599999999996,40.4432,73.91666666666788,2.0,100060.0,2.0,870.0,trade_recovered_3s,,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2609|14:14:05.366,20260323,14:14:05.366,14:14:06.366,EB,EB2609,62045366,24418,24418,62045366,interval_execution_drop,10076.125,9.080924999999999,4,"EB2605,EB2607,EB2606,EB2608",20,108,286.5,10112.0,9964.0,-35.875,-35.60396481782431,112.125,111.27789700901884,9972.875,103.25,47.41,49.0888,112.125,15.0,747300.0,15.0,8409.375,quote_only_recovered_3s,,,1.0,
