detail_id,commodity,contract,trade_date,candidate_score,candidate_level,trigger_reasons,main_reference_contract
AU|AU2502|2025-01-02,AU,AU2502,2025-01-02,60.0,medium,结构失真,AU2502
AU|AU2502|2025-01-23,AU,AU2502,2025-01-23,60.0,medium,结构失真,AU2504
