trade_date,market_time_key,display_time,order_id,parent_order_id,contract,role,side,price,lots,version,event,detail,state
20260303,43261000,09:01:01.000,20260303-AP605-00001,,AP605,target_buy,buy,9785.0,1,1,submit,initial_quote,FLAT_QUOTING
20260303,43261000,09:01:01.000,20260303-AP605-00002,,AP605,target_sell,sell,9955.0,1,1,submit,initial_quote,FLAT_QUOTING
20260303,43262000,09:01:02.000,20260303-AP605-00001,,AP605,target_buy,buy,9785.0,1,1,ack,,FLAT_QUOTING
20260303,43262000,09:01:02.000,20260303-AP605-00002,,AP605,target_sell,sell,9955.0,1,1,ack,,FLAT_QUOTING
20260303,43287000,09:01:27.000,20260303-AP605-00002,,AP605,target_sell,sell,9955.0,1,1,fill,interval_vwap,FLAT_QUOTING
20260303,43287000,09:01:27.000,20260303-AP605-00001,,AP605,target_buy,buy,9785.0,1,1,cancel_requested,opposite_target_fill,FLAT_QUOTING
20260303,43288000,09:01:28.000,20260303-AP605-00001,,AP605,target_buy,buy,9785.0,1,1,cancel_ack,opposite_target_fill,SHORT_PENDING_HEDGE
20260303,43288000,09:01:28.000,20260303-AP605-00003,20260303-AP605-0001,AP604,hedge_entry,buy,,1,1,submit,,SHORT_PENDING_HEDGE
20260303,43288000,09:01:28.000,20260303-AP605-00003,20260303-AP605-0001,AP604,hedge_entry,buy,9611.0,1,1,fill,quote_key=43288000,SHORT_PENDING_HEDGE
20260303,43289000,09:01:29.000,20260303-AP605-00004,20260303-AP605-0001,AP605,target_exit,buy,,1,1,submit,,FLATTENING
20260303,43289000,09:01:29.000,20260303-AP605-00004,20260303-AP605-0001,AP605,target_exit,buy,9881.0,1,1,fill,,FLATTENING
20260303,43289000,09:01:29.000,20260303-AP605-00005,20260303-AP605-0001,AP604,hedge_exit,sell,,1,1,submit,,FLATTENING
20260303,43289000,09:01:29.000,20260303-AP605-00005,20260303-AP605-0001,AP604,hedge_exit,sell,9600.0,1,1,fill,quote_key=43289000,FLATTENING
20260303,43291000,09:01:31.000,20260303-AP605-00006,,AP605,target_buy,buy,9788.0,1,2,submit,initial_quote,FLAT_QUOTING
20260303,43291000,09:01:31.000,20260303-AP605-00007,,AP605,target_sell,sell,9958.0,1,2,submit,initial_quote,FLAT_QUOTING
20260303,43292000,09:01:32.000,20260303-AP605-00006,,AP605,target_buy,buy,9788.0,1,2,ack,,FLAT_QUOTING
20260303,43292000,09:01:32.000,20260303-AP605-00007,,AP605,target_sell,sell,9958.0,1,2,ack,,FLAT_QUOTING
20260303,43367000,09:02:47.000,20260303-AP605-00007,,AP605,target_sell,sell,9958.0,1,2,fill,interval_vwap,FLAT_QUOTING
20260303,43367000,09:02:47.000,20260303-AP605-00006,,AP605,target_buy,buy,9788.0,1,2,cancel_requested,opposite_target_fill,FLAT_QUOTING
20260303,43368000,09:02:48.000,20260303-AP605-00006,,AP605,target_buy,buy,9788.0,1,2,cancel_ack,opposite_target_fill,SHORT_PENDING_HEDGE
20260303,43368000,09:02:48.000,20260303-AP605-00008,20260303-AP605-0002,AP604,hedge_entry,buy,,1,2,submit,,SHORT_PENDING_HEDGE
20260303,43368000,09:02:48.000,20260303-AP605-00008,20260303-AP605-0002,AP604,hedge_entry,buy,9624.0,1,2,fill,quote_key=43368000,SHORT_PENDING_HEDGE
20260303,43369000,09:02:49.000,20260303-AP605-00009,20260303-AP605-0002,AP605,target_exit,buy,,1,2,submit,,FLATTENING
20260303,43369000,09:02:49.000,20260303-AP605-00009,20260303-AP605-0002,AP605,target_exit,buy,9884.0,1,2,fill,,FLATTENING
20260303,43369000,09:02:49.000,20260303-AP605-00010,20260303-AP605-0002,AP604,hedge_exit,sell,,1,2,submit,,FLATTENING
20260303,43369000,09:02:49.000,20260303-AP605-00010,20260303-AP605-0002,AP604,hedge_exit,sell,9604.0,1,2,fill,quote_key=43369000,FLATTENING
20260303,43371000,09:02:51.000,20260303-AP605-00011,,AP605,target_buy,buy,9793.0,1,3,submit,initial_quote,FLAT_QUOTING
20260303,43371000,09:02:51.000,20260303-AP605-00012,,AP605,target_sell,sell,9963.0,1,3,submit,initial_quote,FLAT_QUOTING
