检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,事件确认深度_跳,事件确认深度_基点,确认深度来源,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2606|14:36:54.105,20260114,14:36:54.105,,LC,LC2606,63414105,16807,16807,63414105,visible_execution_drop,161940.0,6.6716999999999995,5,"LC2605,LC2607,LC2609,LC2603,LC2602",20,104,289.75,161260.0,161604.0,34.0,41.990860812646666,16.8,20.748425342719525,,,29.651999999999997,30.640400000002877,34.0,34.0,41.990860812646666,detector_event_depth,5.0,808020.0,5.0,1680.0,trade_recovered_3s,1.061,,1.544,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2607|11:28:13.362,20260114,11:28:13.362,,LC,LC2607,52093362,13296,13296,52093362,visible_execution_drop,168040.0,0.7413,3,"LC2605,LC2609,LC2603",20,186,289.473,167500.0,167679.5652173913,27.0,32.13520590335634,18.02173913043516,21.449344359004,,,26.936799999999998,23.7216,16.5,27.0,32.13520590335634,detector_event_depth,46.0,7713260.0,46.0,16580.00000000035,trade_recovered_3s,0.511,,0.998,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2607|14:59:59.551,20260114,14:59:59.551,,LC,LC2607,64799551,23503,23503,64799551,visible_execution_drop,162890.0,2.2238999999999995,3,"LC2605,LC2609,LC2602",20,367,289.551,161500.0,162100.0,69.5,85.33366075265516,39.5,48.498987046473076,,,37.047599999999996,33.64174545454775,67.75,69.5,85.33366075265516,detector_event_depth,11.0,1783100.0,11.0,8690.0,truncated,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2609|14:22:28.662,20260114,14:22:28.662,,LC,LC2609,62548662,18656,18656,62548662,visible_execution_drop,163840.0,1.4826,5,"LC2605,LC2607,LC2603,LC2606,LC2602",20,295,288.533,163000.0,163391.8,42.0,51.26953125,22.410000000000583,27.35595703125071,,,35.5824,38.423938461535585,42.0,42.0,51.26953125,detector_event_depth,100.0,16339180.0,100.0,44820.000000001164,trade_recovered_3s,0.521,,0.521,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2609|14:35:29.164,20260114,14:35:29.164,,LC,LC2609,63329164,19905,19905,63329164,visible_execution_drop,162460.0,4.447799999999999,5,"LC2605,LC2607,LC2603,LC2606,LC2602",20,240,289.46,161660.0,161984.92307692306,40.0,49.242890557675736,23.753846153846826,29.24270116194365,,,31.224799999999995,26.651999999999997,35.75,40.0,49.242890557675736,detector_event_depth,65.0,10529020.0,65.0,30880.000000000873,trade_recovered_3s,0.49,,0.49,
