trade_date,market_time_key,display_time,order_id,parent_order_id,contract,role,side,price,lots,version,event,detail,state
20260306,43261000,09:01:01.000,20260306-AP605-00001,,AP605,target_buy,buy,10366.0,1,1,submit,initial_quote,FLAT_QUOTING
20260306,43261000,09:01:01.000,20260306-AP605-00002,,AP605,target_sell,sell,10850.0,1,1,submit,initial_quote,FLAT_QUOTING
20260306,43262000,09:01:02.000,20260306-AP605-00001,,AP605,target_buy,buy,10366.0,1,1,ack,,FLAT_QUOTING
20260306,43262000,09:01:02.000,20260306-AP605-00002,,AP605,target_sell,sell,10850.0,1,1,ack,,FLAT_QUOTING
20260306,43284000,09:01:24.000,20260306-AP605-00001,,AP605,target_buy,buy,10366.0,1,1,fill,interval_vwap,FLAT_QUOTING
20260306,43284000,09:01:24.000,20260306-AP605-00002,,AP605,target_sell,sell,10850.0,1,1,cancel_requested,opposite_target_fill,FLAT_QUOTING
20260306,43285000,09:01:25.000,20260306-AP605-00002,,AP605,target_sell,sell,10850.0,1,1,cancel_ack,opposite_target_fill,LONG_PENDING_HEDGE
20260306,43285000,09:01:25.000,20260306-AP605-00003,20260306-AP605-0001,AP604,hedge_entry,sell,,1,1,submit,,LONG_PENDING_HEDGE
20260306,43285000,09:01:25.000,20260306-AP605-00003,20260306-AP605-0001,AP604,hedge_entry,sell,9954.0,1,1,fill,quote_key=43285000,LONG_PENDING_HEDGE
20260306,43287000,09:01:27.000,20260306-AP605-00004,20260306-AP605-0001,AP605,target_exit,sell,,1,1,submit,,FLATTENING
20260306,43287000,09:01:27.000,20260306-AP605-00004,20260306-AP605-0001,AP605,target_exit,sell,10586.0,1,1,fill,,FLATTENING
20260306,43287000,09:01:27.000,20260306-AP605-00005,20260306-AP605-0001,AP604,hedge_exit,buy,,1,1,submit,,FLATTENING
20260306,43287000,09:01:27.000,20260306-AP605-00005,20260306-AP605-0001,AP604,hedge_exit,buy,9987.0,1,1,fill,quote_key=43287000,FLATTENING
20260306,43289000,09:01:29.000,20260306-AP605-00006,,AP605,target_buy,buy,10343.0,1,2,submit,initial_quote,FLAT_QUOTING
20260306,43289000,09:01:29.000,20260306-AP605-00007,,AP605,target_sell,sell,10827.0,1,2,submit,initial_quote,FLAT_QUOTING
20260306,43290000,09:01:30.000,20260306-AP605-00006,,AP605,target_buy,buy,10343.0,1,2,ack,,FLAT_QUOTING
20260306,43290000,09:01:30.000,20260306-AP605-00007,,AP605,target_sell,sell,10827.0,1,2,ack,,FLAT_QUOTING
