trade_date,market_time_key,display_time,order_id,parent_order_id,contract,role,side,price,lots,version,event,detail,state
20260304,43261000,09:01:01.000,20260304-AP605-00001,,AP605,target_buy,buy,10046.0,1,1,submit,initial_quote,FLAT_QUOTING
20260304,43261000,09:01:01.000,20260304-AP605-00002,,AP605,target_sell,sell,10530.0,1,1,submit,initial_quote,FLAT_QUOTING
20260304,43262000,09:01:02.000,20260304-AP605-00001,,AP605,target_buy,buy,10046.0,1,1,ack,,FLAT_QUOTING
20260304,43262000,09:01:02.000,20260304-AP605-00002,,AP605,target_sell,sell,10530.0,1,1,ack,,FLAT_QUOTING
20260304,43551000,09:05:51.000,20260304-AP605-00001,,AP605,target_buy,buy,10046.0,1,1,cancel_requested,reanchor,REPLACE_PENDING
20260304,43551000,09:05:51.000,20260304-AP605-00002,,AP605,target_sell,sell,10530.0,1,1,cancel_requested,reanchor,REPLACE_PENDING
20260304,43552000,09:05:52.000,20260304-AP605-00001,,AP605,target_buy,buy,10046.0,1,1,cancel_ack,reanchor,REPLACE_PENDING
20260304,43552000,09:05:52.000,20260304-AP605-00002,,AP605,target_sell,sell,10530.0,1,1,cancel_ack,reanchor,REPLACE_PENDING
20260304,43552000,09:05:52.000,20260304-AP605-00003,,AP605,target_buy,buy,9997.0,1,2,submit,reanchor_replace,REPLACE_PENDING
20260304,43552000,09:05:52.000,20260304-AP605-00004,,AP605,target_sell,sell,10481.0,1,2,submit,reanchor_replace,REPLACE_PENDING
20260304,43553000,09:05:53.000,20260304-AP605-00003,,AP605,target_buy,buy,9997.0,1,2,ack,,REPLACE_PENDING
20260304,43553000,09:05:53.000,20260304-AP605-00004,,AP605,target_sell,sell,10481.0,1,2,ack,,REPLACE_PENDING
20260304,46074000,09:47:54.000,20260304-AP605-00003,,AP605,target_buy,buy,9997.0,1,2,cancel_requested,data_gap,PAUSED
20260304,46074000,09:47:54.000,20260304-AP605-00004,,AP605,target_sell,sell,10481.0,1,2,cancel_requested,data_gap,PAUSED
20260304,46075000,09:47:55.000,20260304-AP605-00003,,AP605,target_buy,buy,9997.0,1,2,cancel_ack,data_gap,PAUSED
20260304,46075000,09:47:55.000,20260304-AP605-00004,,AP605,target_sell,sell,10481.0,1,2,cancel_ack,data_gap,PAUSED
20260304,46076000,09:47:56.000,20260304-AP605-00005,,AP605,target_buy,buy,10015.0,1,3,submit,initial_quote,FLAT_QUOTING
20260304,46076000,09:47:56.000,20260304-AP605-00006,,AP605,target_sell,sell,10499.0,1,3,submit,initial_quote,FLAT_QUOTING
20260304,46077000,09:47:57.000,20260304-AP605-00005,,AP605,target_buy,buy,10015.0,1,3,ack,,FLAT_QUOTING
20260304,46077000,09:47:57.000,20260304-AP605-00006,,AP605,target_sell,sell,10499.0,1,3,ack,,FLAT_QUOTING
20260304,46118000,09:48:38.000,20260304-AP605-00005,,AP605,target_buy,buy,10015.0,1,3,cancel_requested,data_gap,PAUSED
20260304,46118000,09:48:38.000,20260304-AP605-00006,,AP605,target_sell,sell,10499.0,1,3,cancel_requested,data_gap,PAUSED
20260304,46121000,09:48:41.000,20260304-AP605-00005,,AP605,target_buy,buy,10015.0,1,3,cancel_ack,data_gap,PAUSED
20260304,46121000,09:48:41.000,20260304-AP605-00006,,AP605,target_sell,sell,10499.0,1,3,cancel_ack,data_gap,PAUSED
20260304,46122000,09:48:42.000,20260304-AP605-00007,,AP605,target_buy,buy,10016.0,1,4,submit,initial_quote,FLAT_QUOTING
20260304,46122000,09:48:42.000,20260304-AP605-00008,,AP605,target_sell,sell,10500.0,1,4,submit,initial_quote,FLAT_QUOTING
20260304,46123000,09:48:43.000,20260304-AP605-00007,,AP605,target_buy,buy,10016.0,1,4,ack,,FLAT_QUOTING
20260304,46123000,09:48:43.000,20260304-AP605-00008,,AP605,target_sell,sell,10500.0,1,4,ack,,FLAT_QUOTING
20260304,47149000,10:05:49.000,20260304-AP605-00007,,AP605,target_buy,buy,10016.0,1,4,cancel_requested,reanchor,REPLACE_PENDING
20260304,47149000,10:05:49.000,20260304-AP605-00008,,AP605,target_sell,sell,10500.0,1,4,cancel_requested,reanchor,REPLACE_PENDING
20260304,47150000,10:05:50.000,20260304-AP605-00007,,AP605,target_buy,buy,10016.0,1,4,cancel_ack,reanchor,REPLACE_PENDING
20260304,47150000,10:05:50.000,20260304-AP605-00008,,AP605,target_sell,sell,10500.0,1,4,cancel_ack,reanchor,REPLACE_PENDING
20260304,47150000,10:05:50.000,20260304-AP605-00009,,AP605,target_buy,buy,9967.0,1,5,submit,reanchor_replace,REPLACE_PENDING
20260304,47150000,10:05:50.000,20260304-AP605-00010,,AP605,target_sell,sell,10451.0,1,5,submit,reanchor_replace,REPLACE_PENDING
20260304,47151000,10:05:51.000,20260304-AP605-00009,,AP605,target_buy,buy,9967.0,1,5,ack,,REPLACE_PENDING
20260304,47151000,10:05:51.000,20260304-AP605-00010,,AP605,target_sell,sell,10451.0,1,5,ack,,REPLACE_PENDING
20260304,47700000,10:15:00.000,20260304-AP605-00009,,AP605,target_buy,buy,9967.0,1,5,cancel_requested,fair_invalid_or_session_guard,PAUSED
20260304,47700000,10:15:00.000,20260304-AP605-00010,,AP605,target_sell,sell,10451.0,1,5,cancel_requested,fair_invalid_or_session_guard,PAUSED
20260304,48600000,10:30:00.000,20260304-AP605-00009,,AP605,target_buy,buy,9967.0,1,5,cancel_ack,fair_invalid_or_session_guard,PAUSED
20260304,48600000,10:30:00.000,20260304-AP605-00010,,AP605,target_sell,sell,10451.0,1,5,cancel_ack,fair_invalid_or_session_guard,PAUSED
20260304,48661000,10:31:01.000,20260304-AP605-00011,,AP605,target_buy,buy,9957.0,1,6,submit,initial_quote,FLAT_QUOTING
20260304,48661000,10:31:01.000,20260304-AP605-00012,,AP605,target_sell,sell,10441.0,1,6,submit,initial_quote,FLAT_QUOTING
20260304,48662000,10:31:02.000,20260304-AP605-00011,,AP605,target_buy,buy,9957.0,1,6,ack,,FLAT_QUOTING
20260304,48662000,10:31:02.000,20260304-AP605-00012,,AP605,target_sell,sell,10441.0,1,6,ack,,FLAT_QUOTING
20260304,49100000,10:38:20.000,20260304-AP605-00011,,AP605,target_buy,buy,9957.0,1,6,cancel_requested,data_gap,PAUSED
20260304,49100000,10:38:20.000,20260304-AP605-00012,,AP605,target_sell,sell,10441.0,1,6,cancel_requested,data_gap,PAUSED
20260304,49101000,10:38:21.000,20260304-AP605-00011,,AP605,target_buy,buy,9957.0,1,6,cancel_ack,data_gap,PAUSED
20260304,49101000,10:38:21.000,20260304-AP605-00012,,AP605,target_sell,sell,10441.0,1,6,cancel_ack,data_gap,PAUSED
20260304,49104000,10:38:24.000,20260304-AP605-00013,,AP605,target_buy,buy,9963.0,1,7,submit,initial_quote,FLAT_QUOTING
20260304,49104000,10:38:24.000,20260304-AP605-00014,,AP605,target_sell,sell,10447.0,1,7,submit,initial_quote,FLAT_QUOTING
20260304,49105000,10:38:25.000,20260304-AP605-00013,,AP605,target_buy,buy,9963.0,1,7,ack,,FLAT_QUOTING
20260304,49105000,10:38:25.000,20260304-AP605-00014,,AP605,target_sell,sell,10447.0,1,7,ack,,FLAT_QUOTING
20260304,49350000,10:42:30.000,20260304-AP605-00013,,AP605,target_buy,buy,9963.0,1,7,cancel_requested,data_gap,PAUSED
20260304,49350000,10:42:30.000,20260304-AP605-00014,,AP605,target_sell,sell,10447.0,1,7,cancel_requested,data_gap,PAUSED
20260304,49351000,10:42:31.000,20260304-AP605-00013,,AP605,target_buy,buy,9963.0,1,7,cancel_ack,data_gap,PAUSED
20260304,49351000,10:42:31.000,20260304-AP605-00014,,AP605,target_sell,sell,10447.0,1,7,cancel_ack,data_gap,PAUSED
20260304,49352000,10:42:32.000,20260304-AP605-00015,,AP605,target_buy,buy,9960.0,1,8,submit,initial_quote,FLAT_QUOTING
20260304,49352000,10:42:32.000,20260304-AP605-00016,,AP605,target_sell,sell,10444.0,1,8,submit,initial_quote,FLAT_QUOTING
20260304,49353000,10:42:33.000,20260304-AP605-00015,,AP605,target_buy,buy,9960.0,1,8,ack,,FLAT_QUOTING
20260304,49353000,10:42:33.000,20260304-AP605-00016,,AP605,target_sell,sell,10444.0,1,8,ack,,FLAT_QUOTING
20260304,49484000,10:44:44.000,20260304-AP605-00015,,AP605,target_buy,buy,9960.0,1,8,cancel_requested,data_gap,PAUSED
20260304,49484000,10:44:44.000,20260304-AP605-00016,,AP605,target_sell,sell,10444.0,1,8,cancel_requested,data_gap,PAUSED
20260304,49485000,10:44:45.000,20260304-AP605-00015,,AP605,target_buy,buy,9960.0,1,8,cancel_ack,data_gap,PAUSED
20260304,49485000,10:44:45.000,20260304-AP605-00016,,AP605,target_sell,sell,10444.0,1,8,cancel_ack,data_gap,PAUSED
20260304,49492000,10:44:52.000,20260304-AP605-00017,,AP605,target_buy,buy,9958.0,1,9,submit,initial_quote,FLAT_QUOTING
20260304,49492000,10:44:52.000,20260304-AP605-00018,,AP605,target_sell,sell,10442.0,1,9,submit,initial_quote,FLAT_QUOTING
20260304,49493000,10:44:53.000,20260304-AP605-00017,,AP605,target_buy,buy,9958.0,1,9,ack,,FLAT_QUOTING
20260304,49493000,10:44:53.000,20260304-AP605-00018,,AP605,target_sell,sell,10442.0,1,9,ack,,FLAT_QUOTING
20260304,49849000,10:50:49.000,20260304-AP605-00017,,AP605,target_buy,buy,9958.0,1,9,cancel_requested,data_gap,PAUSED
20260304,49849000,10:50:49.000,20260304-AP605-00018,,AP605,target_sell,sell,10442.0,1,9,cancel_requested,data_gap,PAUSED
20260304,49850000,10:50:50.000,20260304-AP605-00017,,AP605,target_buy,buy,9958.0,1,9,cancel_ack,data_gap,PAUSED
20260304,49850000,10:50:50.000,20260304-AP605-00018,,AP605,target_sell,sell,10442.0,1,9,cancel_ack,data_gap,PAUSED
20260304,49853000,10:50:53.000,20260304-AP605-00019,,AP605,target_buy,buy,9973.0,1,10,submit,initial_quote,FLAT_QUOTING
20260304,49853000,10:50:53.000,20260304-AP605-00020,,AP605,target_sell,sell,10457.0,1,10,submit,initial_quote,FLAT_QUOTING
20260304,49855000,10:50:55.000,20260304-AP605-00019,,AP605,target_buy,buy,9973.0,1,10,ack,,FLAT_QUOTING
20260304,49855000,10:50:55.000,20260304-AP605-00020,,AP605,target_sell,sell,10457.0,1,10,ack,,FLAT_QUOTING
20260304,50211000,10:56:51.000,20260304-AP605-00019,,AP605,target_buy,buy,9973.0,1,10,cancel_requested,data_gap,PAUSED
20260304,50211000,10:56:51.000,20260304-AP605-00020,,AP605,target_sell,sell,10457.0,1,10,cancel_requested,data_gap,PAUSED
20260304,50212000,10:56:52.000,20260304-AP605-00019,,AP605,target_buy,buy,9973.0,1,10,cancel_ack,data_gap,PAUSED
20260304,50212000,10:56:52.000,20260304-AP605-00020,,AP605,target_sell,sell,10457.0,1,10,cancel_ack,data_gap,PAUSED
20260304,50219000,10:56:59.000,20260304-AP605-00021,,AP605,target_buy,buy,9988.0,1,11,submit,initial_quote,FLAT_QUOTING
20260304,50219000,10:56:59.000,20260304-AP605-00022,,AP605,target_sell,sell,10472.0,1,11,submit,initial_quote,FLAT_QUOTING
20260304,50220000,10:57:00.000,20260304-AP605-00021,,AP605,target_buy,buy,9988.0,1,11,ack,,FLAT_QUOTING
20260304,50220000,10:57:00.000,20260304-AP605-00022,,AP605,target_sell,sell,10472.0,1,11,ack,,FLAT_QUOTING
20260304,50657000,11:04:17.000,20260304-AP605-00021,,AP605,target_buy,buy,9988.0,1,11,cancel_requested,data_gap,PAUSED
20260304,50657000,11:04:17.000,20260304-AP605-00022,,AP605,target_sell,sell,10472.0,1,11,cancel_requested,data_gap,PAUSED
20260304,50658000,11:04:18.000,20260304-AP605-00021,,AP605,target_buy,buy,9988.0,1,11,cancel_ack,data_gap,PAUSED
20260304,50658000,11:04:18.000,20260304-AP605-00022,,AP605,target_sell,sell,10472.0,1,11,cancel_ack,data_gap,PAUSED
20260304,50659000,11:04:19.000,20260304-AP605-00023,,AP605,target_buy,buy,9998.0,1,12,submit,initial_quote,FLAT_QUOTING
20260304,50659000,11:04:19.000,20260304-AP605-00024,,AP605,target_sell,sell,10482.0,1,12,submit,initial_quote,FLAT_QUOTING
20260304,50660000,11:04:20.000,20260304-AP605-00023,,AP605,target_buy,buy,9998.0,1,12,ack,,FLAT_QUOTING
20260304,50660000,11:04:20.000,20260304-AP605-00024,,AP605,target_sell,sell,10482.0,1,12,ack,,FLAT_QUOTING
20260304,50667000,11:04:27.000,20260304-AP605-00023,,AP605,target_buy,buy,9998.0,1,12,cancel_requested,data_gap,PAUSED
20260304,50667000,11:04:27.000,20260304-AP605-00024,,AP605,target_sell,sell,10482.0,1,12,cancel_requested,data_gap,PAUSED
20260304,50668000,11:04:28.000,20260304-AP605-00023,,AP605,target_buy,buy,9998.0,1,12,cancel_ack,data_gap,PAUSED
20260304,50668000,11:04:28.000,20260304-AP605-00024,,AP605,target_sell,sell,10482.0,1,12,cancel_ack,data_gap,PAUSED
20260304,50669000,11:04:29.000,20260304-AP605-00025,,AP605,target_buy,buy,9998.0,1,13,submit,initial_quote,FLAT_QUOTING
20260304,50669000,11:04:29.000,20260304-AP605-00026,,AP605,target_sell,sell,10482.0,1,13,submit,initial_quote,FLAT_QUOTING
20260304,50670000,11:04:30.000,20260304-AP605-00025,,AP605,target_buy,buy,9998.0,1,13,ack,,FLAT_QUOTING
