检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记,日线边界判定
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA607|21:12:13.000,20260319,21:12:13.000,21:12:14.000,TA,TA607,733000,1405,1406,733000,interval_execution_drop,6704.0,1.4826,5,"TA605,TA609,TA606,TA701,TA608",20,136,290.0,6698.0,6463.688888888889,3.0,8.949880668257757,120.15555555555557,358.45929461681254,6469.782608695652,117.108695652174,20.0,58.1648,118.65555555555557,45.0,290866.0,45.0,10814.0,quote_only_recovered_3s,,5.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA607|21:12:50.000,20260319,21:12:50.000,21:12:51.000,TA,TA607,770000,1477,1478,770000,interval_execution_drop,6685.0,3.7065,5,"TA605,TA609,TA606,TA701,TA608",20,144,290.0,6680.0,6374.756756756757,2.5,7.479431563201197,155.12162162162167,464.08862115668416,6439.688888888889,122.65555555555557,20.0,38.8736,153.12162162162167,37.0,235866.0,37.0,11479.000000000004,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA607|21:19:08.000,20260319,21:19:08.000,21:19:09.000,TA,TA607,1148000,2206,2207,1148000,interval_execution_drop,6633.0,0.7413,5,"TA605,TA609,TA606,TA701,TA608",20,139,290.0,6630.0,6562.941176470588,1.5,4.522840343735866,35.029411764705856,105.62162449783162,6570.149068322981,31.425465838509353,20.0,23.873599999999996,33.654411764705856,153.0,1004130.0,153.0,10718.999999999993,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA608|21:10:13.000,20260319,21:10:13.000,21:10:14.000,TA,TA608,613000,1152,1153,613000,interval_execution_drop,6666.5,1.85325,5,"TA605,TA609,TA606,TA607,TA701",20,101,290.0,6666.0,6433.315789473684,0.25,0.7500187504687617,116.59210526315792,349.78506041598416,6499.254901960784,83.62254901960796,21.2216,78.09519999999999,115.09210526315792,38.0,244466.0,38.0,8861.000000000002,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA609|21:20:38.000,20260319,21:20:38.000,21:20:39.000,TA,TA609,1238000,2462,2463,1238000,interval_execution_drop,6514.0,1.4826,5,"TA605,TA606,TA607,TA701,TA608",20,250,290.0,6520.0,6314.538961038961,-3.0,-9.2109303039607,99.73051948051943,306.2036213709531,6398.112359550561,57.943820224719275,20.0,24.373599999999996,99.73051948051943,308.0,1944878.0,308.0,61433.99999999997,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA610|21:13:26.000,20260319,21:13:26.000,21:13:27.000,TA,TA610,806000,1228,1229,806000,interval_execution_drop,6470.0,4.4478,5,"TA605,TA609,TA606,TA607,TA701",20,124,289.0,6472.0,6283.555555555556,-1.0,-3.091190108191654,93.22222222222216,288.16761119697736,6358.153846153846,55.92307692307713,20.0,44.803999999999995,92.22222222222216,9.0,56552.0,9.0,1677.999999999999,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SM606|09:08:49.000,20260323,09:08:49.000,09:08:50.000,SM,SM606,43729000,1043,1044,43729000,interval_execution_drop,6513.0,0.0,5,"SM605,SM607,SM609,SM608,SM604",20,204,290.0,6512.0,6426.116504854369,0.5,1.5353907569476433,43.44174757281553,133.40011537790735,6434.403508771929,39.298245614035295,20.0,20.0,43.44174757281553,103.0,661890.0,103.0,8949.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:10:55.000,20260323,21:10:55.000,21:10:56.000,PX,PX605,655000,1385,1386,655000,interval_execution_drop,9693.0,3.7065,5,"PX609,PX606,PX607,PX608,PX610",20,290,290.0,9696.0,9586.190926275993,-1.5,-3.095017022593624,53.404536862003624,110.19196711441994,9591.758181818182,50.620909090908754,29.6694,45.303999999999995,53.404536862003624,1058.0,10142190.0,1058.0,113003.99999999968,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA605|21:05:14.000,20260324,21:05:14.000,21:05:15.000,MA,MA605,314000,701,702,314000,interval_execution_drop,3164.5,0.7413,5,"MA609,MA610,MA606,MA701,MA607",20,233,290.0,3163.0,3014.0533596837945,1.5,4.740085321535788,150.4466403162055,475.41994095814664,3050.7238239757207,113.77617602427928,20.0,26.0824,150.4466403162055,506.0,1525111.0,506.0,76125.99999999999,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA606|22:27:54.000,20260324,22:27:54.000,22:27:55.000,MA,MA606,5274000,8157,8158,5274000,interval_execution_drop,3062.0,7.412999999999999,5,"MA605,MA609,MA610,MA701,MA607",20,104,290.0,3053.0,2982.673333333333,9.0,29.39255388634879,79.32666666666682,259.06814718049253,2998.005882352941,63.99411764705883,32.652,37.1648,70.57666666666682,150.0,447401.0,150.0,11899.000000000024,quote_only_recovered_3s,,7.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:05:18.000,20260324,21:05:18.000,21:05:19.000,PF,PF605,318000,626,627,318000,interval_execution_drop,8262.0,3.7065,5,"PF606,PF607,PF608,PF604,PF609",20,134,290.0,8264.0,8073.069767441861,-1.0,-2.420721374969741,94.46511627906966,228.67372616574596,8083.155555555555,89.42222222222244,20.0,26.0128,93.96511627906966,43.0,347142.0,43.0,8123.999999999991,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:12:58.000,20260324,21:12:58.000,21:12:59.000,PF,PF605,778000,1385,1386,778000,interval_execution_drop,8255.0,0.7413,5,"PF606,PF607,PF608,PF604,PF609",20,104,290.0,8254.0,8150.019801980198,0.5,1.2113870381586918,52.49009900990086,127.17165114452057,8160.293577981652,47.353211009174174,20.0,31.943199999999997,51.24009900990086,101.0,823152.0,101.0,10602.999999999976,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:13:05.000,20260324,21:13:05.000,21:13:06.000,PF,PF605,785000,1398,1399,785000,interval_execution_drop,8254.0,0.7413,5,"PF606,PF607,PF608,PF604,PF609",20,105,290.0,8250.0,8104.493827160494,2.0,4.8461352071722805,74.75308641975289,181.13178197177828,8172.775193798449,40.61240310077528,20.0,26.0128,73.25308641975289,81.0,656464.0,81.0,12109.999999999967,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|21:07:59.000,20260324,21:07:59.000,21:08:00.000,PF,PF606,479000,935,936,479000,interval_execution_drop,8241.0,2.59455,5,"PF607,PF605,PF608,PF604,PF609",20,257,290.0,8250.0,8050.414414414415,-4.5,-10.921004732435383,95.29279279279262,231.26512023490503,8118.113924050633,61.44303797468365,20.0,23.5128,95.29279279279262,111.0,893596.0,111.0,21154.999999999964,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|21:14:07.000,20260324,21:14:07.000,21:14:08.000,PF,PF606,847000,1562,1563,847000,interval_execution_drop,8262.0,0.0,5,"PF607,PF605,PF608,PF604,PF609",20,192,290.0,8262.0,7940.932038834952,0.0,0.0,160.53398058252424,388.60803820509375,7950.301886792453,155.84905660377353,20.0,53.234399999999994,159.78398058252424,103.0,817916.0,103.0,33069.99999999999,quote_only_recovered_3s,,6.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|22:00:00.000,20260324,22:00:00.000,22:00:01.000,PF,PF606,3600000,5462,5463,3600000,interval_execution_drop,8190.0,0.7413,5,"PF607,PF605,PF608,PF604,PF609",20,133,289.0,8188.0,8029.768115942029,1.0,2.442002442002442,80.1159420289855,195.6433260781087,8047.0,71.5,20.0,20.0,78.1159420289855,345.0,2770270.0,345.0,55279.99999999999,quote_only_recovered_3s,,,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|22:10:28.000,20260324,22:10:28.000,22:10:29.000,PF,PF606,4228000,6382,6383,4228000,interval_execution_drop,8148.0,0.7413,5,"PF607,PF605,PF608,PF604,PF609",20,123,289.0,8150.0,7813.514563106796,-1.0,-2.454590083456063,167.24271844660188,410.5123182292633,7927.879003558719,110.06049822064053,20.0,20.0,167.24271844660188,206.0,1609584.0,206.0,68903.99999999997,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|22:11:28.000,20260324,22:11:28.000,22:11:29.000,PF,PF606,4288000,6483,6484,4288000,interval_execution_drop,8146.0,0.7413,5,"PF607,PF605,PF608,PF604,PF609",20,144,290.0,8146.0,8079.989380530974,0.0,0.0,33.00530973451305,81.0343965983625,8092.518760195759,26.74061990212067,20.0,20.0,32.00530973451305,565.0,4565194.0,565.0,37295.999999999745,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|22:11:48.000,20260324,22:11:48.000,22:11:49.000,PF,PF606,4308000,6521,6522,4308000,interval_execution_drop,8145.0,0.0,5,"PF607,PF605,PF608,PF604,PF609",20,153,290.0,8142.0,7863.8130081300815,1.5,3.6832412523020257,140.59349593495926,345.2265093553328,7906.884892086331,119.05755395683444,20.0,20.0,140.09349593495926,246.0,1934498.0,246.0,69171.99999999996,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|22:15:25.000,20260324,22:15:25.000,22:15:26.000,PF,PF606,4525000,6861,6862,4525000,interval_execution_drop,8144.0,0.7413,5,"PF607,PF605,PF608,PF604,PF609",20,179,290.0,8146.0,8066.470383275261,-1.0,-2.455795677799607,38.76480836236942,95.1984488270369,8096.429184549356,23.785407725321875,20.0,20.0,38.76480836236942,574.0,4630154.0,574.0,44502.000000000095,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|22:15:35.000,20260324,22:15:35.000,22:15:36.000,PF,PF606,4535000,6881,6882,4535000,interval_execution_drop,8135.0,0.7413,5,"PF607,PF605,PF608,PF604,PF609",20,175,290.0,8138.0,8006.3218390804595,-1.5,-3.687768899815612,64.33908045977023,158.17843997485,8043.211538461538,45.894230769230944,20.0,20.0,64.33908045977023,435.0,3482750.0,435.0,55975.0000000001,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF607|21:04:14.000,20260324,21:04:14.000,21:04:15.000,PF,PF607,254000,466,467,254000,interval_execution_drop,8276.0,4.4478,5,"PF606,PF605,PF608,PF604,PF609",20,101,244.0,8274.0,7916.0,1.0,2.416626389560174,180.0,434.9927501208313,7950.909090909091,162.5454545454545,20.0,26.547599999999996,177.5,10.0,79160.0,10.0,3600.0,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF607|21:08:02.000,20260324,21:08:02.000,21:08:03.000,PF,PF607,482000,829,830,482000,interval_execution_drop,8256.5,4.8184499999999995,4,"PF606,PF605,PF608,PF609",20,118,290.0,8254.0,7899.529411764706,1.25,3.027917398413371,178.48529411764684,432.35098193580046,8023.2,116.65000000000008,20.0,29.5128,173.48529411764684,17.0,134292.0,17.0,6068.499999999993,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|21:03:32.000,20260324,21:03:32.000,21:03:33.000,PR,PR605,212000,415,416,212000,interval_execution_drop,8214.5,2.2239,4,"PR606,PR607,PR604,PR608",20,112,202.0,8214.0,7880.285714285715,0.25,0.6086797735711242,167.10714285714266,406.8589515056124,8073.586206896552,70.45689655172418,20.0,24.565,166.10714285714266,14.0,110324.0,14.0,4678.9999999999945,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|21:04:46.000,20260324,21:04:46.000,21:04:47.000,PR,PR605,286000,547,548,286000,interval_execution_drop,8199.0,1.11195,4,"PR606,PR607,PR604,PR608",20,166,276.0,8200.0,7795.733333333334,-0.5,-1.2196609342602756,201.6333333333332,491.8485994226935,7889.684210526316,154.65789473684208,20.0,38.694799999999994,201.6333333333332,15.0,116936.0,15.0,6048.999999999996,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|21:38:46.000,20260324,21:38:46.000,21:38:47.000,PR,PR605,2326000,3259,3260,2326000,interval_execution_drop,8136.5,1.4826,4,"PR606,PR607,PR604,PR608",20,122,289.0,8136.0,7941.764705882353,0.25,0.6145148405333988,97.36764705882342,239.33545642186056,7994.11320754717,71.19339622641519,20.0,20.0,96.86764705882342,85.0,675050.0,85.0,16552.49999999998,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|22:39:44.000,20260324,22:39:44.000,22:39:45.000,PR,PR605,5984000,7481,7481,5984000,interval_execution_drop,8096.5,2.2239,4,"PR606,PR607,PR604,PR608",20,102,290.0,8094.0,7948.7692307692305,1.25,3.087753967763849,73.86538461538476,182.4625075412456,8013.167785234899,41.66610738255031,20.0,20.0,73.86538461538476,208.0,1653344.0,208.0,30728.00000000006,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|22:41:13.000,20260324,22:41:13.000,22:41:14.000,PR,PR605,6073000,7613,7614,6073000,interval_execution_drop,8061.0,1.11195,4,"PR606,PR607,PR604,PR608",20,131,290.0,8060.0,7812.325925925926,0.5,1.240540875821858,124.33703703703712,308.4903536460418,7898.7444444444445,81.12777777777774,20.0,37.44959999999999,124.33703703703712,135.0,1054664.0,135.0,33571.00000000003,truncated,,,,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:03:00.000,20260324,21:03:00.000,21:03:01.000,PX,PX605,180000,399,400,180000,interval_execution_drop,9739.0,2.2239,5,"PX609,PX606,PX607,PX608,PX610",20,101,170.0,9738.0,9523.064102564103,0.5,1.0267994660642776,107.96794871794827,221.7228641912892,9584.4039408867,77.29802955665036,20.0,71.45599999999999,106.46794871794827,156.0,1485598.0,156.0,33685.99999999986,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:03:53.000,20260324,21:03:53.000,21:03:54.000,PX,PX605,233000,505,506,233000,interval_execution_drop,9700.0,2.2239,5,"PX609,PX606,PX607,PX608,PX610",20,154,223.0,9696.0,9209.91111111111,2.0,4.123711340206186,245.0444444444447,505.2462772050406,9430.18918918919,134.90540540540496,20.0,97.108,239.5444444444447,90.0,828892.0,90.0,44108.00000000005,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:04:01.000,20260324,21:04:01.000,21:04:02.000,PX,PX605,241000,521,522,241000,interval_execution_drop,9699.0,1.4826,5,"PX609,PX606,PX607,PX608,PX610",20,162,231.0,9694.0,9106.23076923077,2.5,5.155170636148056,296.38461538461524,611.1653064947216,9444.377358490568,127.31132075471668,20.0,102.0384,291.88461538461524,78.0,710286.0,78.0,46235.99999999998,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:04:28.000,20260324,21:04:28.000,21:04:29.000,PX,PX605,268000,575,576,268000,interval_execution_drop,9733.0,3.7065,5,"PX609,PX606,PX607,PX608,PX610",20,189,258.0,9730.0,9095.638554216868,1.5,3.082297338949964,318.6807228915659,654.8458294288829,9430.819277108434,151.09036144578295,20.0,91.1428,314.6807228915659,83.0,754938.0,83.0,52900.99999999994,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:04:44.000,20260324,21:04:44.000,21:04:45.000,PX,PX605,284000,607,608,284000,interval_execution_drop,9709.0,0.7413,5,"PX609,PX606,PX607,PX608,PX610",20,205,274.0,9708.0,9292.943089430892,0.5,1.0299721907508497,208.02845528455327,428.52704765589306,9457.439153439154,125.78042328042284,20.0,86.71239999999999,207.52845528455327,123.0,1143032.0,123.0,51175.0000000001,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:05:15.000,20260324,21:05:15.000,21:05:16.000,PX,PX605,315000,669,670,315000,interval_execution_drop,9682.0,2.2239,5,"PX609,PX606,PX607,PX608,PX610",20,236,290.0,9676.0,9416.766666666666,3.0,6.197066721751704,132.6166666666668,273.94477724987973,9551.277027027028,65.36148648648668,20.0,64.45599999999999,129.6166666666668,180.0,1695018.0,180.0,47742.00000000005,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:05:20.000,20260324,21:05:20.000,21:05:21.000,PX,PX605,320000,679,680,320000,interval_execution_drop,9689.0,4.4478,5,"PX609,PX606,PX607,PX608,PX610",20,241,290.0,9680.0,9124.36,4.5,9.288884301785531,282.3199999999997,582.7639591289085,9207.008695652174,240.9956521739132,20.0,63.95599999999999,278.3199999999997,100.0,912436.0,100.0,56463.99999999994,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:06:05.000,20260324,21:06:05.000,21:06:06.000,PX,PX605,365000,768,769,365000,interval_execution_drop,9731.0,2.9652,5,"PX609,PX606,PX607,PX608,PX610",20,286,290.0,9730.0,9418.634146341465,0.5,1.027643613194944,156.18292682926858,321.0007744923823,9549.9940652819,90.50296735905069,20.0,56.41799999999999,156.18292682926858,205.0,1930820.0,205.0,64035.00000000012,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:08:07.000,20260324,21:08:07.000,21:08:08.000,PX,PX605,487000,1004,1005,487000,interval_execution_drop,9709.0,1.4826,5,"PX609,PX606,PX607,PX608,PX610",20,289,290.0,9706.0,9420.783673469388,1.5,3.089916572252549,144.10816326530585,296.8548012468964,9458.584837545126,125.207581227437,20.0,52.59519999999999,144.10816326530585,245.0,2308092.0,245.0,70612.99999999987,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:13:22.000,20260324,21:13:22.000,21:13:23.000,PX,PX605,802000,1606,1607,802000,interval_execution_drop,9709.0,2.9652,5,"PX609,PX606,PX607,PX608,PX610",20,277,290.0,9698.0,9509.91489361702,5.5,11.329694098259344,99.5425531914898,205.05212316714344,9526.284584980238,91.35770750988104,20.0,46.5192,96.0425531914898,470.0,4469660.0,470.0,93570.0000000004,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:14:48.000,20260324,21:14:48.000,21:14:49.000,PX,PX605,888000,1760,1761,888000,interval_execution_drop,9701.0,3.7065,5,"PX609,PX606,PX607,PX608,PX610",20,267,290.0,9692.0,9453.916256157636,4.5,9.277394083084218,123.54187192118206,254.69925146104953,9478.813483146068,111.09325842696671,20.0,53.94959999999999,120.04187192118206,406.0,3838290.0,406.0,100315.99999999984,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:15:05.000,20260324,21:15:05.000,21:15:06.000,PX,PX605,905000,1794,1795,905000,interval_execution_drop,9677.0,1.4826,5,"PX609,PX606,PX607,PX608,PX610",20,267,290.0,9656.0,9249.886639676111,10.5,21.70094037408288,213.5566801619434,441.3695983506116,9553.799696509865,61.600151745068615,20.0,37.3736,205.5566801619434,247.0,2284722.0,247.0,105497.00000000004,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:15:30.000,20260324,21:15:30.000,21:15:31.000,PX,PX605,930000,1844,1845,930000,interval_execution_drop,9646.0,2.2239,5,"PX609,PX606,PX607,PX608,PX610",20,269,290.0,9632.0,9165.856502242152,7.0,14.51378809869376,240.07174887892415,497.76435595878945,9485.41796875,80.291015625,20.0,33.6584,233.57174887892415,223.0,2043986.0,223.0,107072.00000000016,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:18:25.000,20260324,21:18:25.000,21:18:26.000,PX,PX605,1105000,2186,2187,1105000,interval_execution_drop,9675.0,3.7065,5,"PX609,PX606,PX607,PX608,PX610",20,269,290.0,9674.0,9182.475471698112,0.5,1.0335917312661498,246.26226415094337,509.0692798985909,9190.527881040893,242.2360594795537,21.2912,53.59519999999999,244.26226415094337,265.0,2433356.0,265.0,130518.99999999996,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:40:42.000,20260324,21:40:42.000,21:40:43.000,PX,PX605,2442000,4568,4568,2442000,interval_execution_drop,9600.0,2.9652,5,"PX609,PX606,PX607,PX608,PX610",20,256,290.0,9608.0,9135.052631578948,-4.0,-8.333333333333334,232.4736842105267,484.3201754385973,9226.72,186.64000000000033,24.2216,20.0,232.4736842105267,418.0,3818452.0,418.0,194348.00000000032,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:58:10.000,20260324,21:58:10.000,21:58:11.000,PX,PX605,3490000,6275,6276,3490000,interval_execution_drop,9573.0,1.85325,4,"PX609,PX606,PX607,PX608",20,204,290.0,9566.0,9135.7578125,3.5,7.312232320066855,218.62109375,456.7452078763188,9190.933333333332,191.03333333333376,20.0,20.0,217.62109375,512.0,4677508.0,512.0,223868.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|22:04:11.000,20260324,22:04:11.000,22:04:12.000,PX,PX605,3851000,6931,6932,3851000,interval_execution_drop,9520.0,6.6716999999999995,5,"PX609,PX606,PX607,PX608,PX610",20,245,290.0,9510.0,9083.532567049808,5.0,10.504201680672267,218.23371647509612,458.47419427541206,9172.415584415585,173.7922077922076,24.5064,20.0,209.73371647509612,522.0,4741604.0,522.0,227836.00000000035,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|22:04:45.000,20260324,22:04:45.000,22:04:46.000,PX,PX605,3885000,6996,6997,3885000,interval_execution_drop,9521.0,4.4478,5,"PX609,PX606,PX607,PX608,PX610",20,250,290.0,9518.0,9211.35,1.5,3.150929524209642,154.82499999999982,325.2284423905048,9262.169712793731,129.4151436031334,20.0,20.0,151.32499999999982,680.0,6263718.0,680.0,210561.99999999977,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|22:10:28.000,20260324,22:10:28.000,22:10:29.000,PX,PX605,4228000,7639,7640,4228000,interval_execution_drop,9454.0,0.7413,4,"PX609,PX607,PX608,PX610",20,270,290.0,9448.0,9382.825745682889,3.0,6.346519991537973,35.58712715855563,75.28480465105909,9394.372372372372,29.813813813813795,20.0,20.0,32.58712715855563,1274.0,11953720.0,1274.0,90675.99999999977,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:18:29.000,20260324,21:18:29.000,21:18:30.000,PX,PX609,1109000,1902,1903,1109000,interval_execution_drop,9416.0,1.4826,5,"PX605,PX606,PX607,PX608,PX610",20,105,289.0,9424.0,9029.92857142857,-4.0,-8.496176720475786,193.03571428571468,410.016385483676,9262.590163934428,76.70491803278674,20.0,30.373599999999996,193.03571428571468,28.0,252838.0,28.0,10810.000000000022,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:22:43.000,20260324,21:22:43.000,21:22:44.000,PX,PX609,1363000,2304,2305,1363000,interval_execution_drop,9389.0,2.2239,5,"PX605,PX606,PX607,PX608,PX610",20,107,290.0,9390.0,8939.692307692309,-0.5,-1.0650761529449355,224.65384615384573,478.5469084116429,9187.52,100.73999999999978,20.0,64.5256,224.65384615384573,26.0,232432.0,26.0,11681.999999999978,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:36:04.000,20260324,21:36:04.000,21:36:05.000,PX,PX609,2164000,3510,3511,2164000,interval_execution_drop,9370.5,1.11195,5,"PX605,PX606,PX607,PX608,PX610",20,113,290.0,9370.0,8863.888888888889,0.25,0.5335894562723441,253.30555555555569,540.644694638612,9024.64,172.9300000000003,20.7216,28.303999999999995,253.30555555555569,36.0,319100.0,36.0,18238.000000000007,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SH605|21:03:22.000,20260324,21:03:22.000,21:03:23.000,SH,SH605,202000,432,433,202000,interval_execution_drop,2589.0,3.7065,5,"SH607,SH609,SH606,SH608,SH701",20,123,192.0,2585.0,2419.093220338983,4.0,15.44998068752414,169.90677966101703,656.2641161105331,2483.0604395604396,105.9395604395604,20.0,48.1584,165.40677966101703,118.0,285453.0,118.0,20049.000000000007,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SH605|21:03:56.000,20260324,21:03:56.000,21:03:57.000,SH,SH605,236000,500,501,236000,interval_execution_drop,2589.0,1.4826,5,"SH607,SH609,SH606,SH608,SH701",20,157,226.0,2584.0,2425.3230769230768,5.0,19.312475859405176,163.67692307692323,632.2013251329596,2477.9139784946237,111.08602150537628,20.0,72.09519999999999,159.67692307692323,130.0,315292.0,130.0,21278.000000000025,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SH605|21:50:12.000,20260324,21:50:12.000,21:50:13.000,SH,SH605,3012000,5591,5592,3012000,interval_execution_drop,2585.0,0.7413,5,"SH607,SH609,SH606,SH608,SH701",20,162,290.0,2578.0,2429.25,7.0,27.07930367504835,155.75,602.514506769826,2468.032258064516,116.9677419354839,20.0,20.0,150.25,528.0,1282644.0,528.0,82236.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SH607|22:28:49.000,20260324,22:28:49.000,22:28:50.000,SH,SH607,5329000,5886,5887,5329000,interval_execution_drop,2595.0,1.4826,5,"SH605,SH609,SH606,SH608,SH701",20,166,290.0,2593.0,2467.6444444444446,2.0,7.707129094412331,127.35555555555538,490.7728537786334,2543.4880952380954,51.51190476190459,20.0,31.234399999999994,125.85555555555538,90.0,222088.0,90.0,11461.999999999984,quote_only_recovered_3s,,4.0,1.0,,建议排除
