检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记,日线边界判定
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA604|21:30:19.000,20260309,21:30:19.000,21:30:20.000,TA,TA604,1819000,3283,3284,1819000,interval_execution_drop,6594.0,2.2239,5,"TA605,TA609,TA606,TA607,TA701",20,172,290.0,6596.0,5940.25,-1.0,-3.0330603579011224,326.875,991.4316044889292,6140.6875,226.65625,20.0,28.886399999999995,326.875,48.0,285132.0,48.0,31380.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA604|21:31:09.000,20260309,21:31:09.000,21:31:10.000,TA,TA604,1869000,3368,3369,1869000,interval_execution_drop,6598.0,2.2239,5,"TA605,TA609,TA606,TA607,TA701",20,175,290.0,6598.0,6044.0,0.0,0.0,277.0,839.6483782964535,6078.7,259.6500000000001,20.0,28.886399999999995,277.0,57.0,344508.0,57.0,31578.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA604|21:31:26.000,20260309,21:31:26.000,21:31:27.000,TA,TA604,1886000,3400,3401,1886000,interval_execution_drop,6570.0,1.4826,5,"TA605,TA609,TA606,TA607,TA701",20,173,290.0,6574.0,6088.258064516129,-2.0,-6.088280060882801,240.8709677419356,733.2449550743854,6515.340659340659,27.329670329670535,20.0,22.95599999999999,240.8709677419356,62.0,377472.0,62.0,29868.000000000015,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA604|21:32:06.000,20260309,21:32:06.000,21:32:07.000,TA,TA604,1926000,3476,3477,1926000,interval_execution_drop,6538.0,8.1543,4,"TA605,TA609,TA606,TA607",20,178,290.0,6554.0,5921.622641509434,-8.0,-24.47231569287244,308.18867924528286,942.7613314324958,6299.68,119.15999999999984,20.0,46.1776,308.18867924528286,53.0,313846.0,53.0,32667.99999999998,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:04:03.000,20260309,21:04:03.000,21:04:04.000,TA,TA605,243000,489,490,243000,interval_execution_drop,6866.5,4.8184499999999995,5,"TA609,TA604,TA606,TA607,TA701",20,103,233.0,6864.0,6028.5084745762715,1.25,3.6408650695405225,418.99576271186424,1220.405629394493,6621.538461538462,122.48076923076906,35.9542,52.1845,415.49576271186424,826.0,4979548.0,826.0,692180.9999999998,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:15:14.000,20260309,21:15:14.000,21:15:15.000,TA,TA605,914000,1831,1832,914000,interval_execution_drop,6622.0,5.1891,4,"TA609,TA604,TA606,TA607",20,184,290.0,6618.0,5891.745583038869,2.0,6.040471156750226,365.1272084805655,1102.7701856857914,6062.866396761134,279.56680161943314,41.9954,20.0,363.1272084805655,1415.0,8336820.0,1415.0,1033310.0000000003,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:27:26.000,20260309,21:27:26.000,21:27:27.000,TA,TA605,1646000,3295,3296,1646000,interval_execution_drop,6629.0,2.9652,5,"TA609,TA604,TA606,TA607,TA701",20,288,290.0,6636.0,5999.988924780803,-3.5,-10.559662090813092,314.5055376095984,948.8777722419622,6106.5873902633675,261.20630486831624,20.0,20.0,314.5055376095984,2167.0,13001976.0,2167.0,1363066.9999999993,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:10:48.000,20260309,21:10:48.000,21:10:49.000,TA,TA606,648000,984,985,648000,interval_execution_drop,6592.0,0.0,5,"TA605,TA609,TA604,TA607,TA701",20,104,290.0,6592.0,5992.875,0.0,0.0,299.5625,908.8668082524272,6229.916666666667,181.04166666666652,66.1648,51.129999999999995,299.5625,16.0,95886.0,16.0,9586.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:13:28.000,20260309,21:13:28.000,21:13:29.000,TA,TA606,808000,1286,1287,808000,interval_execution_drop,6598.0,2.59455,5,"TA605,TA609,TA604,TA607,TA701",20,121,290.0,6558.0,6003.8,20.0,60.62443164595332,297.0999999999999,900.5759321006362,6140.24,228.8800000000001,49.175799999999995,73.1776,297.0999999999999,20.0,120076.0,20.0,11883.999999999996,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:31:09.000,20260309,21:31:09.000,21:31:10.000,TA,TA606,1869000,3222,3223,1869000,interval_execution_drop,6539.0,1.4826,5,"TA605,TA609,TA604,TA607,TA701",20,116,290.0,6534.0,6223.05,2.5,7.64642911760208,157.9749999999999,483.17785594127514,6345.0,97.0,20.0,61.95599999999999,155.4749999999999,80.0,497844.0,80.0,25275.999999999985,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:35:29.000,20260309,21:35:29.000,21:35:30.000,TA,TA606,2129000,3695,3696,2129000,interval_execution_drop,6486.0,2.2239,5,"TA605,TA609,TA604,TA607,TA701",20,132,290.0,6494.0,6428.238095238095,-4.0,-12.334258402713536,28.880952380952294,89.05628239578259,6434.54128440367,25.729357798164983,20.0,20.0,28.380952380952294,210.0,1349930.0,210.0,12129.999999999964,quote_only_recovered_3s,,10.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AP605|09:21:08.000,20260316,09:21:08.000,09:21:09.000,AP,AP605,44468000,2351,2352,44468000,interval_execution_drop,10018.5,8.8956,5,"AP610,AP701,AP604,AP611,AP612",20,193,290.0,10008.0,9843.736842105263,10.5,10.4806108698907,174.76315789473665,174.4404430750478,9892.015625,126.484375,42.5476,59.553999999999995,168.01315789473665,95.0,935155.0,95.0,16602.49999999998,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,RM607|21:32:01.000,20260313,21:32:01.000,21:32:02.000,RM,RM607,1921000,2546,2547,1921000,interval_execution_drop,2418.5,0.7413,5,"RM605,RM609,RM701,RM611,RM608",20,117,288.0,2416.0,2392.605590062112,2.5,10.336985734959686,25.894409937888213,107.06805845725953,2395.997252747253,22.502747252747213,20.0,20.0,22.894409937888213,322.0,770419.0,322.0,8338.000000000004,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI607|22:00:15.000,20260316,22:00:15.000,22:00:16.000,OI,OI607,3615000,5603,5604,3615000,interval_execution_drop,9780.5,1.4826,4,"OI605,OI609,OI701,OI611",20,160,290.0,9786.0,9732.517857142857,-5.5,-5.623434384745155,47.98214285714312,49.058987635747776,9745.328125,35.171875,20.0,20.0,47.98214285714312,56.0,545021.0,56.0,2687.0000000000146,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI605|21:03:32.000,20260317,21:03:32.000,21:03:33.000,OI,OI605,212000,451,452,212000,interval_execution_drop,9828.75,1.4826,4,"OI609,OI607,OI701,OI611",20,132,202.0,9826.0,9758.893617021276,2.75,2.797914282080631,69.85638297872356,71.07351695660543,9784.06106870229,44.68893129770913,20.0,41.3704,67.85638297872356,94.0,917336.0,94.0,6566.500000000015,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI607|21:06:20.000,20260317,21:06:20.000,21:06:21.000,OI,OI607,380000,714,715,380000,interval_execution_drop,9789.0,1.4826,5,"OI605,OI609,OI701,OI611,OI703",20,110,290.0,9788.0,9649.0,1.0,1.021554806415364,140.0,143.01767289815098,9678.4,110.60000000000036,20.0,43.9432,137.5,4.0,38596.0,4.0,560.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI607|21:08:21.000,20260317,21:08:21.000,21:08:22.000,OI,OI607,501000,911,912,501000,interval_execution_drop,9759.0,4.4478,5,"OI605,OI609,OI701,OI611,OI703",20,129,290.0,9761.0,9704.608695652174,-2.0,-2.0493903063838506,54.39130434782601,55.73450594100421,9716.37037037037,42.62962962962956,20.0,20.0,54.39130434782601,23.0,223206.0,23.0,1250.9999999999982,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI607|21:09:58.000,20260317,21:09:58.000,21:09:59.000,OI,OI607,598000,1069,1070,598000,interval_execution_drop,9766.25,1.11195,5,"OI605,OI609,OI701,OI611,OI703",20,145,288.0,9769.0,9660.833333333334,-2.75,-2.8158197875335977,105.41666666666606,107.93975852212064,9672.85,93.39999999999964,20.0,45.3736,105.41666666666606,18.0,173895.0,18.0,1897.499999999989,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI607|21:11:31.000,20260317,21:11:31.000,21:11:32.000,OI,OI607,691000,1233,1234,691000,interval_execution_drop,9760.625,0.7413,4,"OI605,OI609,OI611,OI703",20,153,290.0,9761.0,9720.146341463416,-0.375,-0.384196708714862,40.4786585365855,41.47137968786374,9730.74,29.88500000000022,20.0,20.0,40.4786585365855,41.0,398526.0,41.0,1659.6250000000057,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI607|21:14:04.000,20260317,21:14:04.000,21:14:05.000,OI,OI607,844000,1495,1496,844000,interval_execution_drop,9768.5,1.4826,5,"OI605,OI609,OI701,OI611,OI703",20,139,290.0,9766.0,9669.129032258064,2.5,2.55924655781338,99.3709677419356,101.72592285605324,9711.039215686274,57.460784313725526,20.0,20.0,99.3709677419356,31.0,299743.0,31.0,3080.5000000000036,quote_only_recovered_3s,,,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SF607|09:53:58.000,20260318,09:53:58.000,09:53:59.000,SF,SF607,46438000,4833,4834,46438000,interval_execution_drop,5997.0,0.0,5,"SF605,SF606,SF608,SF609,SF604",20,166,289.0,5996.0,5881.721804511279,0.5,1.6675004168751042,57.6390977443607,192.22643903405267,5883.375464684015,56.81226765799238,20.0,20.0,57.6390977443607,266.0,1564538.0,266.0,30663.99999999989,quote_only_recovered_3s,,5.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SR605|21:07:10.000,20260317,21:07:10.000,21:07:11.000,SR,SR605,430000,872,873,430000,interval_execution_drop,5415.5,0.0,5,"SR609,SR607,SR701,SR611,SR703",20,280,290.0,5415.0,5343.727626459144,0.5,0.9232757824762255,71.77237354085628,132.53138868222007,5344.015503875969,71.48449612403056,20.0,20.0,71.52237354085628,257.0,1373338.0,257.0,18445.500000000065,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SR607|09:52:59.000,20260318,09:52:59.000,09:53:00.000,SR,SR607,46379000,13734,13735,46379000,interval_execution_drop,5389.5,0.7413,5,"SR605,SR609,SR701,SR611,SR703",20,125,290.0,5390.0,5354.378752886836,-0.5,-0.9277298450691158,35.12124711316392,65.16605828585938,5366.53154875717,22.96845124283027,20.0,20.0,35.12124711316392,433.0,2318446.0,433.0,15207.499999999976,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA607|21:16:24.000,20260319,21:16:24.000,21:16:25.000,MA,MA607,984000,1795,1796,984000,interval_execution_drop,2982.5,3.7065,5,"MA605,MA609,MA606,MA610,MA701",20,121,290.0,2980.0,2888.627450980392,2.5,8.382229673093043,93.87254901960796,314.7445063524156,2890.903846153846,91.5961538461538,34.8672,20.0,89.87254901960796,51.0,147320.0,51.0,4787.5000000000055,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA607|21:17:10.000,20260319,21:17:10.000,21:17:11.000,MA,MA607,1030000,1881,1882,1030000,interval_execution_drop,2977.0,2.2239,5,"MA605,MA609,MA606,MA610,MA701",20,128,290.0,2976.0,2887.9454545454546,1.0,3.359086328518643,89.0545454545454,299.14190612880554,2919.16,57.840000000000146,31.651999999999997,20.0,86.5545454545454,55.0,158837.0,55.0,4897.999999999997,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA607|21:18:02.000,20260319,21:18:02.000,21:18:03.000,MA,MA607,1082000,1979,1980,1082000,interval_execution_drop,2981.0,2.2239,5,"MA605,MA609,MA606,MA610,MA701",20,123,290.0,2979.0,2910.902777777778,2.0,6.709158000670916,70.09722222222217,235.1466696485145,2942.5045871559632,38.49541284403677,20.0,20.0,68.09722222222217,72.0,209585.0,72.0,5046.999999999996,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:16:43.000,20260319,21:16:43.000,21:16:44.000,PF,PF605,1003000,1889,1890,1003000,interval_execution_drop,8266.0,2.2239,5,"PF606,PF607,PF608,PF604,PF609",20,181,289.0,8264.0,8159.406451612903,1.0,2.4195499637067504,53.29677419354857,128.95420806568734,8172.761904761905,46.619047619047706,20.0,36.303999999999995,52.54677419354857,155.0,1264708.0,155.0,16522.00000000006,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:19:04.000,20260319,21:19:04.000,21:19:05.000,PF,PF605,1144000,2151,2152,1144000,interval_execution_drop,8241.0,0.7413,5,"PF606,PF607,PF608,PF604,PF609",20,173,290.0,8240.0,8035.0,0.5,1.2134449702705985,103.0,249.96966387574324,8098.333333333333,71.33333333333348,20.0,33.303999999999995,100.5,112.0,899920.0,112.0,23072.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|21:13:22.000,20260319,21:13:22.000,21:13:23.000,PF,PF606,802000,1532,1533,802000,interval_execution_drop,8244.0,1.4826,5,"PF605,PF607,PF608,PF604,PF609",20,221,289.0,8242.0,7997.25,1.0,2.42600679281902,123.375,299.3085880640466,8110.263157894737,66.86842105263167,20.0,40.6584,122.875,120.0,959670.0,120.0,29610.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF607|21:08:55.000,20260319,21:08:55.000,21:08:56.000,PF,PF607,535000,979,980,535000,interval_execution_drop,8296.0,0.7413,5,"PF606,PF605,PF608,PF604,PF609",20,113,290.0,8298.0,8052.153846153846,-1.0,-2.410800385728062,121.92307692307712,293.9322008753065,8095.032258064516,100.48387096774196,20.0,46.0824,121.92307692307712,26.0,209356.0,26.0,6340.000000000011,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF607|21:17:03.000,20260319,21:17:03.000,21:17:04.000,PF,PF607,1023000,1820,1821,1023000,interval_execution_drop,8217.0,2.9652,5,"PF606,PF605,PF608,PF604,PF609",20,125,290.0,8218.0,8076.784810126583,-0.5,-1.2169891687963976,70.10759493670867,170.64036737667925,8097.977272727273,59.51136363636351,20.0,45.6648,70.10759493670867,79.0,638066.0,79.0,11076.999999999967,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF607|21:18:25.000,20260319,21:18:25.000,21:18:26.000,PF,PF607,1105000,1967,1968,1105000,interval_execution_drop,8227.0,0.7413,5,"PF606,PF605,PF608,PF604,PF609",20,117,290.0,8224.0,8022.64705882353,1.5,3.6465297192172113,102.17647058823512,248.3930244031485,8049.736842105263,88.63157894736833,20.0,49.59519999999999,102.17647058823512,68.0,545540.0,68.0,13895.999999999978,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF607|21:19:58.000,20260319,21:19:58.000,21:19:59.000,PF,PF607,1198000,2139,2140,1198000,interval_execution_drop,8185.0,1.4826,5,"PF606,PF605,PF608,PF604,PF609",20,130,290.0,8186.0,8013.205128205128,-0.5,-1.221747098350641,85.89743589743603,209.88988612690537,8087.909090909091,48.545454545454504,20.0,26.0888,85.89743589743603,78.0,625030.0,78.0,13400.00000000002,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF607|21:20:04.000,20260319,21:20:04.000,21:20:05.000,PF,PF607,1204000,2151,2152,1204000,interval_execution_drop,8181.0,0.0,5,"PF606,PF605,PF608,PF604,PF609",20,133,290.0,8180.0,8078.314814814815,0.5,1.2223444566678892,51.34259259259261,125.51666689302678,8126.7172413793105,27.141379310344742,20.0,22.373599999999996,51.34259259259261,108.0,872458.0,108.0,11090.000000000004,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF607|21:32:31.000,20260319,21:32:31.000,21:32:32.000,PF,PF607,1951000,3424,3425,1951000,interval_execution_drop,8247.0,0.7413,5,"PF606,PF605,PF608,PF604,PF609",20,117,290.0,8250.0,8050.813559322034,-1.5,-3.6376864314296102,98.09322033898296,237.88825109490233,8080.840579710145,83.0797101449275,20.0,67.1648,98.09322033898296,177.0,1424994.0,177.0,34724.99999999997,quote_only_recovered_3s,,,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|21:20:12.000,20260319,21:20:12.000,21:20:13.000,PR,PR605,1212000,2192,2193,1212000,interval_execution_drop,8456.0,1.4826,3,"PR606,PR607,PR604",20,233,290.0,8456.0,7847.872340425532,0.0,0.0,304.0638297872342,719.1670524769021,8147.62962962963,154.18518518518522,21.7912,58.95599999999999,303.0638297872342,47.0,368850.0,47.0,28582.00000000002,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|21:26:36.000,20260319,21:26:36.000,21:26:37.000,PR,PR605,1596000,2881,2882,1596000,interval_execution_drop,8435.0,8.1543,3,"PR606,PR607,PR604",20,204,290.0,8414.0,7915.304347826087,10.5,24.896265560165972,259.8478260869565,616.1181412850184,8137.869158878505,148.5654205607475,35.044399999999996,63.52719999999999,250.8478260869565,69.0,546156.0,69.0,35859.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|22:22:17.000,20260319,22:22:17.000,22:22:18.000,PR,PR605,4937000,7954,7955,4937000,interval_execution_drop,8185.0,0.7413,4,"PR606,PR607,PR604,PR609",20,221,290.0,8186.0,7922.469135802469,-0.5,-1.221747098350641,131.26543209876536,320.74632156081947,7948.373540856032,118.31322957198428,22.4716,20.0,130.76543209876536,243.0,1925160.0,243.0,63794.99999999996,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:13:05.000,20260319,21:13:05.000,21:13:06.000,PX,PX605,785000,1581,1582,785000,interval_execution_drop,9743.0,5.1891,5,"PX609,PX606,PX607,PX608,PX701",20,286,290.0,9722.0,9326.166666666666,10.5,21.55393615929385,208.41666666666697,427.82852646344446,9477.29411764706,132.85294117647027,20.2912,56.1648,200.41666666666697,216.0,2014452.0,216.0,90036.00000000013,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:13:37.000,20260319,21:13:37.000,21:13:38.000,PX,PX605,817000,1645,1646,817000,interval_execution_drop,9733.0,3.33585,4,"PX606,PX607,PX608,PX701",20,283,290.0,9716.0,9338.821705426357,8.5,17.46635158738313,197.08914728682157,404.9915694787251,9496.314136125657,118.34293193717258,20.7912,63.5604,185.08914728682157,258.0,2409416.0,258.0,101697.99999999993,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:13:45.000,20260319,21:13:45.000,21:13:46.000,PX,PX605,825000,1661,1662,825000,interval_execution_drop,9735.0,2.9652,5,"PX609,PX606,PX607,PX608,PX701",20,283,290.0,9714.0,9310.20080321285,10.5,21.57164869029276,212.3995983935747,436.36281128623466,9379.506944444443,177.74652777777737,20.7912,60.09519999999999,200.3995983935747,249.0,2318240.0,249.0,105775.0000000002,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX606|21:16:44.000,20260319,21:16:44.000,21:16:45.000,PX,PX606,1004000,1883,1884,1004000,interval_execution_drop,9652.0,8.1543,5,"PX605,PX609,PX607,PX608,PX701",20,137,290.0,9628.0,9219.466666666667,12.0,24.865312888520513,216.2666666666664,448.12819450200254,9405.391304347826,123.304347826087,27.6868,97.608,209.7666666666664,15.0,138292.0,15.0,6487.999999999993,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX606|21:21:35.000,20260319,21:21:35.000,21:21:36.000,PX,PX606,1295000,2436,2437,1295000,interval_execution_drop,9670.0,4.4478,5,"PX605,PX609,PX607,PX608,PX701",20,100,290.0,9676.0,9360.866666666669,-3.0,-6.204756980351602,154.5666666666666,319.6828679765597,9451.15,109.42500000000018,40.0824,20.0,154.5666666666666,30.0,280826.0,30.0,9273.999999999996,quote_only_recovered_3s,,,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:12:26.000,20260319,21:12:26.000,21:12:27.000,PX,PX609,746000,1359,1360,746000,interval_execution_drop,9402.0,1.4826,5,"PX605,PX606,PX607,PX608,PX701",20,142,290.0,9400.0,9275.884615384615,1.0,2.127206977238885,63.05769230769238,134.136763045506,9279.471698113208,61.26415094339609,33.0824,53.6648,59.30769230769238,52.0,482346.0,52.0,6558.000000000007,quote_only_recovered_3s,,4.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:14:42.000,20260319,21:14:42.000,21:14:43.000,PX,PX609,882000,1613,1614,882000,interval_execution_drop,9387.0,5.9304,3,"PX605,PX606,PX607",20,162,290.0,9404.0,8991.2,-8.5,-18.110152338340257,197.89999999999964,421.6469585597095,9164.448979591836,111.27551020408193,37.5128,89.3928,197.89999999999964,30.0,269736.0,30.0,11873.999999999978,quote_only_recovered_3s,,7.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:16:41.000,20260319,21:16:41.000,21:16:42.000,PX,PX609,1001000,1833,1834,1001000,interval_execution_drop,9334.0,4.4478,5,"PX605,PX606,PX607,PX608,PX701",20,184,290.0,9348.0,9022.615384615385,-7.0,-14.998928647953717,155.69230769230762,333.60254487316826,9042.585365853658,145.707317073171,34.0824,103.4688,155.69230769230762,39.0,351882.0,39.0,12143.999999999996,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:18:58.000,20260319,21:18:58.000,21:18:59.000,PX,PX609,1138000,2072,2073,1138000,interval_execution_drop,9331.0,5.9304,5,"PX605,PX606,PX607,PX608,PX701",20,163,289.0,9326.0,9040.91304347826,2.5,5.358482477762298,145.04347826086996,310.88517470982737,9097.666666666666,116.66666666666696,31.5824,96.9688,144.41847826086996,46.0,415882.0,46.0,13344.000000000036,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:20:55.000,20260319,21:20:55.000,21:20:56.000,PX,PX609,1255000,2280,2281,1255000,interval_execution_drop,9334.0,2.59455,5,"PX605,PX606,PX607,PX608,PX701",20,156,290.0,9332.0,9081.846153846154,1.0,2.142704092564817,126.07692307692288,270.1455390549022,9177.565217391304,78.21739130434798,31.44,40.0256,126.07692307692288,65.0,590320.0,65.0,16389.99999999997,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:13:01.000,20260319,21:13:01.000,21:13:02.000,TA,TA605,781000,1624,1625,781000,interval_execution_drop,6729.0,3.7065,5,"TA609,TA606,TA607,TA701,TA608",20,291,290.0,6726.0,6503.265270506108,1.5,4.458314757021846,112.8673647469459,335.46549189165074,6645.814831066257,41.59258446687136,25.2216,39.9432,110.8673647469459,1146.0,7452742.0,1146.0,258692.0,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:13:08.000,20260319,21:13:08.000,21:13:09.000,TA,TA605,788000,1638,1639,788000,interval_execution_drop,6718.0,4.4478,5,"TA609,TA606,TA607,TA701,TA608",20,291,290.0,6712.0,6434.7625,3.0,8.931229532598987,141.6187500000001,421.6098541232512,6581.10067114094,68.44966442953,25.2216,39.9432,138.1187500000001,960.0,6177372.0,960.0,271908.0000000002,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA605|21:13:15.000,20260319,21:13:15.000,21:13:16.000,TA,TA605,795000,1652,1653,795000,interval_execution_drop,6704.0,3.7065,5,"TA609,TA606,TA607,TA701,TA608",20,291,290.0,6700.0,6488.625429553264,2.0,5.966587112171838,107.68728522336778,321.2627840792595,6601.192738921516,51.40363053924193,25.2216,39.4432,103.68728522336778,1164.0,7552760.0,1164.0,250696.0000000002,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:09:15.000,20260319,21:09:15.000,21:09:16.000,TA,TA606,555000,1096,1097,555000,interval_execution_drop,6769.0,5.9304,5,"TA605,TA609,TA607,TA701,TA608",20,182,290.0,6754.0,6403.609756097561,7.5,22.159846358398585,182.6951219512193,539.7994443823884,6508.178571428572,130.41071428571422,49.1584,81.38,175.1951219512193,41.0,262548.0,41.0,14980.999999999984,quote_only_recovered_3s,,11.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:14:46.000,20260319,21:14:46.000,21:14:47.000,TA,TA606,886000,1720,1721,886000,interval_execution_drop,6721.0,0.7413,5,"TA605,TA609,TA607,TA701,TA608",20,152,290.0,6724.0,6460.571428571428,-1.5,-4.463621484898081,130.21428571428578,387.4848555699621,6525.19587628866,97.90206185567013,20.0,60.09519999999999,130.21428571428578,77.0,497464.0,77.0,20053.00000000001,trade_recovered_3s,,2.0,1.0,,建议排除
aggregated-tick-v1,AUTO_INFERRED_V1,validated,TA606|21:20:09.000,20260319,21:20:09.000,21:20:10.000,TA,TA606,1209000,2351,2352,1209000,interval_execution_drop,6662.0,2.9652,5,"TA605,TA609,TA607,TA701,TA608",20,185,290.0,6658.0,6409.699115044248,2.0,6.004202942059441,126.15044247787591,378.71642893388145,6531.775280898876,65.1123595505619,20.0,20.0,123.65044247787591,113.0,724296.0,113.0,28509.999999999956,trade_recovered_3s,,2.0,1.0,,建议排除
