检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,事件确认深度_跳,事件确认深度_基点,确认深度来源,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2603|00:26:19.000,20260213,00:26:19.000,,SN,SN2603,12379000,24436,24436,12379000,visible_execution_drop,377670.0,3.7064999999999997,3,"SN2604,SN2605,SN2606",20,297,290.0,377000.0,377371.93548387097,67.0,17.740355336669577,29.80645161290304,7.892194670718627,,,65.9844,54.373599999999996,48.875,67.0,17.740355336669577,detector_event_depth,31.0,11698530.0,31.0,9239.999999999942,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2603|09:49:43.000,20260213,09:49:43.000,,SN,SN2603,46183000,34382,34382,46183000,visible_execution_drop,378915.0,2.59455,4,"SN2604,SN2605,SN2606,SN2607",20,316,290.0,378500.0,378703.3333333333,41.5,10.952324399931383,21.166666666668608,5.5861252963510575,,,35.599799999999995,34.11139999998849,39.75,41.5,10.952324399931383,detector_event_depth,9.0,3408330.0,9.0,1905.0000000001746,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2604|13:51:32.500,20260213,13:51:32.500,,SN,SN2604,60692500,46415,46415,60692500,visible_execution_drop,372635.0,2.2238999999999995,5,"SN2603,SN2605,SN2606,SN2607,SN2612",20,198,290.0,372190.0,372516.0,44.5,11.941980758651226,11.9,3.1934735062460584,,,43.5128,48.3356,44.5,44.5,11.941980758651226,detector_event_depth,5.0,1862580.0,5.0,595.0,trade_recovered_3s,1.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2605|14:57:49.000,20260213,14:57:49.000,,SN,SN2605,64669000,53514,53514,64669000,visible_execution_drop,366560.0,6.6716999999999995,3,"SN2604,SN2606,SN2607",20,151,290.0,365310.0,366230.0,125.0,34.100829332169354,33.0,9.002618943692712,,,111.282,103.73304615381427,125.0,125.0,34.100829332169354,detector_event_depth,5.0,1831150.0,5.0,1650.0,trade_recovered_3s,0.5,,0.5,
