检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,事件确认深度_跳,事件确认深度_基点,确认深度来源,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|22:14:23.000,20260225,22:14:23.000,,AG,AG2605,4463000,8893,8893,4463000,visible_execution_drop,21735.5,2.9652,5,"AG2604,AG2606,AG2608,AG2612,AG2610",20,458,290.0,21680.0,21716.475,55.5,25.534264222125096,19.025000000001455,8.752961744612021,,,31.651999999999997,28.508252631577907,52.65625,55.5,25.534264222125096,detector_event_depth,40.0,13029885.0,40.0,11415.000000000871,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|22:31:28.500,20260225,22:31:28.500,,AG,AG2606,5488500,10963,10963,5488500,visible_execution_drop,21873.5,0.7413,5,"AG2604,AG2605,AG2608,AG2612,AG2610",20,498,290.0,21830.0,21852.333333333332,43.5,19.887077971060876,21.16666666666788,9.676854031896076,,,29.651999999999997,26.39776969698468,41.08333333333212,43.5,19.887077971060876,detector_event_depth,42.0,13766970.0,42.0,13335.000000000764,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|10:36:25.500,20260225,10:36:25.500,,AG,AG2606,48985500,48657,48657,48985500,visible_execution_drop,22533.5,0.7413,5,"AG2604,AG2605,AG2608,AG2612,AG2610",20,571,290.0,22505.0,22520.166666666668,28.5,12.647835445004104,13.33333333333212,5.917115997662201,,,23.7216,21.0064,24.0,28.5,12.647835445004104,detector_event_depth,42.0,14187705.0,42.0,8399.999999999236,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2610|21:50:22.500,20260225,21:50:22.500,,AG,AG2610,3022500,5892,5892,3022500,visible_execution_drop,21636.5,8.8956,5,"AG2604,AG2606,AG2605,AG2608,AG2612",20,120,290.0,21588.0,21604.727272727276,48.5,22.415825110345946,31.772727272724296,14.68478139843519,,,48.425799999999995,45.95479999999281,48.5,48.5,22.415825110345946,detector_event_depth,11.0,3564780.0,11.0,5242.499999999509,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2605|13:45:10.749,20260225,13:45:10.749,,LC,LC2605,60310749,14134,14134,60310749,visible_execution_drop,171400.0,5.9304,3,"LC2607,LC2603,LC2612",20,314,289.585,170920.0,170940.66666666666,24.0,28.004667444574096,22.96666666666715,26.798910929599945,,,22.6868,23.209774193552544,20.0,24.0,28.004667444574096,detector_event_depth,30.0,5128220.0,30.0,13780.000000000293,trade_recovered_3s,0.485,,0.485,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2605|14:16:17.159,20260225,14:16:17.159,,LC,LC2605,62177159,17345,17345,62177159,visible_execution_drop,164950.0,4.447799999999999,5,"LC2607,LC2609,LC2603,LC2604,LC2612",20,400,289.506,164180.0,164195.33333333334,38.5,46.68081236738406,37.73333333333285,45.75123774881219,,,34.152,32.532791869918995,29.75,38.5,46.68081236738406,detector_event_depth,30.0,4925860.0,30.0,22639.99999999971,trade_recovered_3s,0.579,,0.579,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2604|21:30:08.500,20260225,21:30:08.500,,NI,NI2604,1808500,3588,3588,1808500,visible_execution_drop,141710.0,3.7065,5,"NI2605,NI2603,NI2606,NI2609,NI2607",20,419,290.0,141490.0,141589.81132075473,22.0,15.524663044245289,12.018867924527148,8.481312486435078,,,20.0,20.0,22.0,22.0,15.524663044245289,detector_event_depth,53.0,7504260.0,53.0,6369.999999999389,trade_recovered_3s,0.5,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2604|21:32:37.500,20260225,21:32:37.500,,NI,NI2604,1957500,3885,3885,1957500,visible_execution_drop,141375.0,1.4826,5,"NI2605,NI2603,NI2606,NI2609,NI2607",20,387,290.0,141120.0,141252.2641509434,25.5,18.03713527851459,12.273584905659664,8.681580835126198,,,20.0,20.0,22.5,25.5,18.03713527851459,detector_event_depth,53.0,7486370.0,53.0,6504.999999999622,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2606|21:48:57.500,20260225,21:48:57.500,,NI,NI2606,2937500,5583,5583,2937500,visible_execution_drop,141040.0,2.2238999999999995,5,"NI2605,NI2603,NI2604,NI2609,NI2607",20,116,290.0,140840.0,140980.0,20.0,14.180374361883151,6.0,4.254112308564946,,,20.0,20.0,18.0,20.0,14.180374361883151,detector_event_depth,18.0,2537640.0,18.0,1080.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2603|21:57:31.500,20260225,21:57:31.500,,SN,SN2603,3451500,6898,6898,3451500,visible_execution_drop,390962.5,8.895599999999998,4,"SN2604,SN2605,SN2607,SN2608",20,510,290.0,390650.0,390705.0,31.25,7.9930939668126735,25.75,6.586309428653643,,,26.9368,28.030272727257035,22.75,31.25,7.9930939668126735,detector_event_depth,24.0,9376920.0,24.0,6180.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2603|21:59:27.000,20260225,21:59:27.000,,SN,SN2603,3567000,7127,7127,3567000,visible_execution_drop,390340.0,1.1119499999999998,3,"SN2604,SN2607,SN2608",20,501,290.0,390030.0,390154.0,31.0,7.941794333145462,18.6,4.765076599887277,,,30.651999999999997,26.865066666691614,31.0,31.0,7.941794333145462,detector_event_depth,15.0,5852310.0,15.0,2790.0,trade_recovered_3s,0.5,,0.5,
