trade_id,trade_date,target_contract,hedge_contract,direction,fill_key,fill_time,fill_context,event_label,fill_evidence,target_entry_price,hedge_entry_key,hedge_entry_price,exit_key,exit_time,exit_reason,status,target_exit_price,hedge_exit_price,target_pnl,hedge_pnl,gross_pnl,commission,net_pnl,gross_margin,unhedged_worst_mark_pnl,hedged_worst_mark_pnl,observed_worst_mark_pnl
20260302-AP605-0001,20260302,AP605,AP604,short,43560000,09:06:00.000,normal_quote,normal_move_fill,interval_vwap,9861.0,,,43561000,09:06:01.000,hedge_failure_exit,hedge_failure_exit,9782.0,,79.0,,79.0,0.0,79.0,,0.0,,0.0
