trade_id,trade_date,target_contract,hedge_contract,direction,fill_key,fill_time,fill_context,event_label,fill_evidence,target_entry_price,hedge_entry_key,hedge_entry_price,exit_key,exit_time,exit_reason,status,target_exit_price,hedge_exit_price,target_pnl,hedge_pnl,gross_pnl,commission,net_pnl,gross_margin,unhedged_worst_mark_pnl,hedged_worst_mark_pnl,observed_worst_mark_pnl
20260303-AP605-0001,20260303,AP605,AP604,short,43287000,09:01:27.000,normal_quote,normal_move_fill,interval_vwap,9955.0,43288000.0,9611.0,43290000,09:01:30.000,hedged_exit,closed,9881.0,9603.0,74.0,-8.0,66.0,0.0,66.0,1956.6,0.0,63.0,0.0
20260303-AP605-0002,20260303,AP605,AP604,short,43367000,09:02:47.000,normal_quote,normal_move_fill,interval_vwap,9958.0,43368000.0,9624.0,43370000,09:02:50.000,hedged_exit,closed,9884.0,9606.0,74.0,-18.0,56.0,0.0,56.0,1958.2000000000003,0.0,54.0,0.0
20260303-AP605-0003,20260303,AP605,AP604,short,43442000,09:04:02.000,normal_quote,normal_move_fill,interval_vwap,9963.0,43443000.0,9624.0,43445000,09:04:05.000,hedged_exit,closed,9888.0,9605.0,75.0,-19.0,56.0,0.0,56.0,1958.7000000000003,0.0,54.0,0.0
20260303-AP605-0004,20260303,AP605,AP604,short,43594000,09:06:34.000,normal_quote,normal_move_fill,interval_vwap,9963.0,43595000.0,9629.0,43597000,09:06:37.000,hedged_exit,closed,9894.0,9607.0,69.0,-22.0,47.0,0.0,47.0,1959.2000000000003,0.0,45.0,0.0
20260303-AP605-0005,20260303,AP605,AP604,short,43771000,09:09:31.000,normal_quote,normal_move_fill,interval_vwap,9972.0,43772000.0,9628.0,43774000,09:09:34.000,hedged_exit,closed,9893.0,9608.0,79.0,-20.0,59.0,0.0,59.0,1960.0,0.0,57.0,0.0
20260303-AP605-0006,20260303,AP605,AP604,short,43909000,09:11:49.000,normal_quote,normal_move_fill,interval_vwap,9977.0,43910000.0,9658.0,43912000,09:11:52.000,hedged_exit,closed,9918.0,9620.0,59.0,-38.0,21.0,0.0,21.0,1963.5,0.0,19.0,0.0
20260303-AP605-0007,20260303,AP605,AP604,short,43947000,09:12:27.000,normal_quote,normal_move_fill,interval_vwap,10002.0,43948000.0,9641.0,43950000,09:12:30.000,hedged_exit,closed,9913.0,9615.0,89.0,-26.0,63.0,0.0,63.0,1964.3000000000002,0.0,61.0,0.0
20260303-AP605-0008,20260303,AP605,AP604,short,43983000,09:13:03.000,normal_quote,normal_move_fill,interval_vwap,9987.0,43984000.0,9641.0,43986000,09:13:06.000,hedged_exit,closed,9918.0,9620.0,69.0,-21.0,48.0,0.0,48.0,1962.8000000000002,0.0,46.0,0.0
20260303-AP605-0009,20260303,AP605,AP604,short,43997000,09:13:17.000,normal_quote,normal_move_fill,interval_vwap,9989.0,43998000.0,9641.0,44000000,09:13:20.000,hedged_exit,closed,9917.0,9619.0,72.0,-22.0,50.0,0.0,50.0,1963.0,0.0,48.0,0.0
20260303-AP605-0010,20260303,AP605,AP604,short,44138000,09:15:38.000,normal_quote,normal_move_fill,interval_vwap,9989.0,44139000.0,9630.0,44141000,09:15:41.000,hedged_exit,closed,9907.0,9606.0,82.0,-24.0,58.0,0.0,58.0,1961.9,0.0,56.0,0.0
20260303-AP605-0011,20260303,AP605,AP604,short,44618000,09:23:38.000,normal_quote,normal_move_fill,interval_vwap,9991.0,44619000.0,9626.0,44621000,09:23:41.000,hedged_exit,closed,9922.0,9620.0,69.0,-6.0,63.0,0.0,63.0,1961.7,0.0,61.0,0.0
20260303-AP605-0012,20260303,AP605,AP604,short,45361000,09:36:01.000,normal_quote,normal_move_fill,interval_vwap,9993.0,45362000.0,9699.0,45364000,09:36:04.000,hedged_exit,closed,9929.0,9674.0,64.0,-25.0,39.0,0.0,39.0,1969.2000000000003,0.0,37.0,0.0
20260303-AP605-0013,20260303,AP605,AP604,short,45420000,09:37:00.000,normal_quote,normal_move_fill,interval_vwap,10009.0,45421000.0,9701.0,45423000,09:37:03.000,hedged_exit,closed,9934.0,9678.0,75.0,-23.0,52.0,0.0,52.0,1971.0,0.0,50.0,0.0
20260303-AP605-0014,20260303,AP605,AP604,short,45815000,09:43:35.000,normal_quote,normal_move_fill,interval_vwap,10014.0,45816000.0,9704.0,45818000,09:43:38.000,hedged_exit,closed,9943.0,9672.0,71.0,-32.0,39.0,0.0,39.0,1971.8000000000002,0.0,37.0,0.0
