检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,事件确认深度_跳,事件确认深度_基点,确认深度来源,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|00:19:43.000,20260525,00:19:43.000,,AG,AG2606,11983000,23960,23960,11983000,visible_execution_drop,18552.5,1.4826,4,"AG2610,AG2612,AG2607,AG2609",20,262,290.0,18528.0,18538.642857142855,24.5,13.20576741679019,13.857142857144936,7.469151250313939,,,20.0,20.0,22.5,24.5,13.20576741679019,detector_event_depth,42.0,11679345.0,42.0,8730.00000000131,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|10:14:59.500,20260525,10:14:59.500,,AG,AG2606,47697500,47174,47174,47699500,visible_execution_drop,18984.0,3.3358499999999998,3,"AG2608,AG2610,AG2612",20,258,290.0,18920.0,18957.55172413793,64.0,33.712600084281505,26.44827586206884,13.93187729776066,,,20.0,20.0,43.75,64.0,33.712600084281505,detector_event_depth,29.0,8246535.0,119.0,11504.999999999945,truncated,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2609|22:13:15.000,20260525,22:13:15.000,,AG,AG2609,4395000,8325,8325,4395000,visible_execution_drop,18537.0,1.4826,2,"AG2606,AG2607",20,101,290.0,18516.0,18537.055555555555,21.0,11.328693963424502,-0.055555555554747116,-0.02997008984989325,,,20.0,20.0,21.0,21.0,11.328693963424502,detector_event_depth,18.0,5005005.0,18.0,0.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2609|11:07:48.500,20260525,11:07:48.500,,AG,AG2609,50868500,46635,46635,50868500,visible_execution_drop,18941.0,0.7413,5,"AG2608,AG2606,AG2610,AG2612,AG2607",20,115,289.5,18920.0,18933.125,21.0,11.087059817327491,7.875,4.157647431497809,,,20.0,20.0,21.0,21.0,11.087059817327491,detector_event_depth,8.0,2271975.0,8.0,945.0,trade_recovered_3s,2.0,,0.5,
