trade_date,market_time_key,display_time,order_id,parent_order_id,contract,role,side,price,lots,version,event,detail,state
20260303,43261000,09:01:01.000,20260303-AP605-00001,,AP605,target_buy,buy,9628.0,1,1,submit,initial_quote,FLAT_QUOTING
20260303,43261000,09:01:01.000,20260303-AP605-00002,,AP605,target_sell,sell,10112.0,1,1,submit,initial_quote,FLAT_QUOTING
20260303,43262000,09:01:02.000,20260303-AP605-00001,,AP605,target_buy,buy,9628.0,1,1,ack,,FLAT_QUOTING
20260303,43262000,09:01:02.000,20260303-AP605-00002,,AP605,target_sell,sell,10112.0,1,1,ack,,FLAT_QUOTING
20260303,43367000,09:02:47.000,20260303-AP605-00002,,AP605,target_sell,sell,10112.0,1,1,fill,interval_vwap,FLAT_QUOTING
20260303,43367000,09:02:47.000,20260303-AP605-00001,,AP605,target_buy,buy,9628.0,1,1,cancel_requested,opposite_target_fill,FLAT_QUOTING
20260303,43368000,09:02:48.000,20260303-AP605-00001,,AP605,target_buy,buy,9628.0,1,1,cancel_ack,opposite_target_fill,SHORT_PENDING_HEDGE
20260303,43368000,09:02:48.000,20260303-AP605-00003,20260303-AP605-0001,AP604,hedge_entry,buy,,1,1,submit,,SHORT_PENDING_HEDGE
20260303,43368000,09:02:48.000,20260303-AP605-00003,20260303-AP605-0001,AP604,hedge_entry,buy,9623.0,1,1,fill,quote_key=43368000,SHORT_PENDING_HEDGE
20260303,43370000,09:02:50.000,20260303-AP605-00004,20260303-AP605-0001,AP605,target_exit,buy,,1,1,submit,,FLATTENING
20260303,43370000,09:02:50.000,20260303-AP605-00004,20260303-AP605-0001,AP605,target_exit,buy,9884.0,1,1,fill,,FLATTENING
20260303,43370000,09:02:50.000,20260303-AP605-00005,20260303-AP605-0001,AP604,hedge_exit,sell,,1,1,submit,,FLATTENING
20260303,43370000,09:02:50.000,20260303-AP605-00005,20260303-AP605-0001,AP604,hedge_exit,sell,9606.0,1,1,fill,quote_key=43370000,FLATTENING
20260303,43372000,09:02:52.000,20260303-AP605-00006,,AP605,target_buy,buy,9636.0,1,2,submit,initial_quote,FLAT_QUOTING
20260303,43372000,09:02:52.000,20260303-AP605-00007,,AP605,target_sell,sell,10120.0,1,2,submit,initial_quote,FLAT_QUOTING
20260303,43373000,09:02:53.000,20260303-AP605-00006,,AP605,target_buy,buy,9636.0,1,2,ack,,FLAT_QUOTING
